Application ID,Program Round,Business Name,State Electorate 2017,Local Gov Area,Priority Area,Grant Funding Amount
BBAS200001,Business Basics Round 2,Bonita Weston,MUNDINGBURRA,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200002,Business Basics Round 2,JSIF Family Trust,GLADSTONE,GLADSTONE REGIONAL,Website build/upgrades,5000
BBAS200003,Business Basics Round 2,Secured Nth Qld PTY LTD,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200004,Business Basics Round 2,Nambini Fashion Gifts and Accessories,MULGRAVE,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200005,Business Basics Round 2,Equine Vet Services,BURDEKIN,TOWNSVILLE CITY,Training and coaching,5000
BBAS200006,Business Basics Round 2,Far North Queensland Media PTY,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200007,Business Basics Round 2,ISPP Pty Ltd,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200009,Business Basics Round 2,Laser Smooth,GLADSTONE,GLADSTONE REGIONAL,Training and coaching,5000
BBAS200011,Business Basics Round 2,FNQ VOIP Services,MULGRAVE,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200012,Business Basics Round 2,Inspired Financial Advice,THURINGOWA,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS200013,Business Basics Round 2,XCD (AUST) PL ATF QUBES PROPERTY TRUST T/A QUAFFERS ON STORM KING,SOUTHERN DOWNS,SOUTHERN DOWNS REGIONAL,Website build/upgrades,5000
BBAS200014,Business Basics Round 2,"Spa in a Jar Pty Ltd, t/a spajar skincare",BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200015,Business Basics Round 2,The Learning Grove,TOWNSVILLE,TOWNSVILLE CITY,Training and coaching,5000
BBAS200016,Business Basics Round 2,Breathe Wellness Collective,MACKAY,MACKAY REGIONAL,Strategic marketing services,5000
BBAS200017,Business Basics Round 2,BD Mag,THURINGOWA,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200019,Business Basics Round 2,VIPR Industries PTY LTD,GREGORY,CENTRAL HIGHLANDS REGIONAL,Website build/upgrades,5000
BBAS200022,Business Basics Round 2,Lucy Holland Naturopath,MUNDINGBURRA,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS200023,Business Basics Round 2,Becker Project Solutions Pty Ltd,MACKAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS200024,Business Basics Round 2,Fraser Coast Conferences Pty Ltd,HERVEY BAY,FRASER COAST REGIONAL,Website build/upgrades,5000
BBAS200025,Business Basics Round 2,District Cairns,BARRON RIVER,CAIRNS REGIONAL,Training and coaching,5000
BBAS200026,Business Basics Round 2,Jedess Hudson,CAIRNS,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200029,Business Basics Round 2,Dreams are Built Building services Pty Ltd,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200030,Business Basics Round 2,Kauri Group Pty Ltd,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200031,Business Basics Round 2,Office Booking Pty Ltd trading as Go Regional,MACKAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS200032,Business Basics Round 2,Archer Boxing Group Pty Ltd,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Website build/upgrades,5000
BBAS200033,Business Basics Round 2,K.G. Stockham & K.W Stockham,THURINGOWA,TOWNSVILLE CITY,Professional business advice,5000
BBAS200034,Business Basics Round 2,AJ Mulcahy & TA Scott T/A Lazy Lizard Motor Inn,COOK,DOUGLAS SHIRE,Website build/upgrades,5000
BBAS200035,Business Basics Round 2,Emotion Video,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200036,Business Basics Round 2,CASSOWARY COAST INFORMER (FORMERLY CASSOWARY INFORMER),HILL,TABLELANDS REGIONAL,Strategic marketing services,5000
BBAS200038,Business Basics Round 2,Strait Charters,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200039,Business Basics Round 2,Mackay Recycling,MACKAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS200040,Business Basics Round 2,Western Pest Solutions,TRAEGER,MOUNT ISA CITY,Website build/upgrades,5000
BBAS200041,Business Basics Round 2,McCracken's Automotive,BUNDABERG,BUNDABERG REGIONAL,Strategic marketing services,5000
BBAS200042,Business Basics Round 2,JTW Accountants Pty Ltd,GLADSTONE,GLADSTONE REGIONAL,Website build/upgrades,5000
BBAS200043,Business Basics Round 2,THAIs AYR,BURDEKIN,BURDEKIN SHIRE,Website build/upgrades,5000
BBAS200044,Business Basics Round 2,Envigorate Consulting,HILL,TABLELANDS REGIONAL,Professional business advice,5000
BBAS200045,Business Basics Round 2,The Tea Chest Pty Ltd,COOK,DOUGLAS SHIRE,Website build/upgrades,5000
BBAS200046,Business Basics Round 2,What's On + Where to Go,HILL,TABLELANDS REGIONAL,Website build/upgrades,5000
BBAS200049,Business Basics Round 2,Stories In Light Imagery,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200050,Business Basics Round 2,The Zentex Trust t/a Rosetta Homestead,SOUTHERN DOWNS,SOUTHERN DOWNS REGIONAL,Strategic marketing services,5000
BBAS200052,Business Basics Round 2,Inner Pathways Education,KEPPEL,LIVINGSTONE SHIRE,Training and coaching,5000
BBAS200054,Business Basics Round 2,Solace Farm,GYMPIE,GYMPIE REGIONAL,Website build/upgrades,5000
BBAS200055,Business Basics Round 2,Sophus Health Pty Ltd,CAIRNS,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200056,Business Basics Round 2,Petals and Pinecones,HILL,TABLELANDS REGIONAL,Professional business advice,5000
BBAS200057,Business Basics Round 2,Suzanne Sophia Shaw,MIRANI,MACKAY REGIONAL,Website build/upgrades,5000
BBAS200058,Business Basics Round 2,ICEINT pty ltd atf ICEINT trust t/a ICE International,MULGRAVE,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200059,Business Basics Round 2,Princess And Pea,KEPPEL,LIVINGSTONE SHIRE,Website build/upgrades,5000
BBAS200060,Business Basics Round 2,Our Children Australia Pty Ltd T/A Family Law Services Online,GREGORY,CENTRAL HIGHLANDS REGIONAL,Training and coaching,5000
BBAS200061,Business Basics Round 2,Mindset Development Coaching,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Website build/upgrades,5000
BBAS200063,Business Basics Round 2,Legends Build Group Pty Ltd,CAIRNS,CAIRNS REGIONAL,Training and coaching,5000
BBAS200064,Business Basics Round 2,MiHaven Accommodation Management Pty Ltd,CAIRNS,CAIRNS REGIONAL,Training and coaching,5000
BBAS200065,Business Basics Round 2,Vital Leaders Pty Ltd,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200066,Business Basics Round 2,Queensland Transport and Logistics Training Pty Ltd,CAIRNS,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200067,Business Basics Round 2,Prosper Business Analytics Pty Ltd as Trustee for Prosper Business Analytics Trust,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200068,Business Basics Round 2,Garrity Trust TA Cassowary Falls Gateway,COOK,DOUGLAS SHIRE,Website build/upgrades,5000
BBAS200069,Business Basics Round 2,Blue River Microgreens,MACKAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS200070,Business Basics Round 2,JGNQ Accounting,CAIRNS,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200071,Business Basics Round 2,Origin Support Services Pty Ltd,MULGRAVE,CAIRNS REGIONAL,Training and coaching,5000
BBAS200072,Business Basics Round 2,"Affordable Security Screens, Doors & Repairs",CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200073,Business Basics Round 2,Buck Wild Country Pty Ltd,BURDEKIN,ISAAC REGIONAL,Website build/upgrades,5000
BBAS200074,Business Basics Round 2,Live and Breathe Yoga,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200075,Business Basics Round 2,PGK Projects Pty Ltd,GREGORY,CENTRAL HIGHLANDS REGIONAL,Website build/upgrades,5000
BBAS200076,Business Basics Round 2,D.L Freebody and N.G Freebody,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200077,Business Basics Round 2,Heightened Vision,CAIRNS,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200078,Business Basics Round 2,GIW DESIGNS,GLADSTONE,GLADSTONE REGIONAL,Website build/upgrades,5000
BBAS200079,Business Basics Round 2,The Vault Surf and fashion,BURDEKIN,ISAAC REGIONAL,Training and coaching,5000
BBAS200080,Business Basics Round 2,Engaged Learning Solutions t/as Learn Grow Become,KEPPEL,LIVINGSTONE SHIRE,Training and coaching,5000
BBAS200082,Business Basics Round 2,Well Balanced Care Pty Ltd,MULGRAVE,CAIRNS REGIONAL,Training and coaching,5000
BBAS200084,Business Basics Round 2,Crew Pacific Elementary Super Yacht Training & Recruitment for the Super Yacht industry,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200085,Business Basics Round 2,Natasha Simone Henderson,THURINGOWA,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS200086,Business Basics Round 2,Active Blends Superfood Bar Parkside,MACKAY,MACKAY REGIONAL,Strategic marketing services,5000
BBAS200087,Business Basics Round 2,Fizztastic Pty Ltd,CAIRNS,CAIRNS REGIONAL,Professional business advice,5000
BBAS200088,Business Basics Round 2,Diesel Help Australia,BURNETT,BUNDABERG REGIONAL,Website build/upgrades,5000
BBAS200089,Business Basics Round 2,Cell Nutrition & Fitness c/o Ralph Ayoub,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200090,Business Basics Round 2,My DIsability Matters Pty Ltd trading as Travel For All,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200091,Business Basics Round 2,Alice Louise Paterson,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200093,Business Basics Round 2,Timothy Cole Smith TA Cognitive Architecture,MUNDINGBURRA,TOWNSVILLE CITY,Training and coaching,5000
BBAS200096,Business Basics Round 2,Kelly Health:  Mental Health & Addiction Solutions Pty Ltd,WHITSUNDAY,MACKAY REGIONAL,Training and coaching,5000
BBAS200097,Business Basics Round 2,All the Ducks Pty. Ltd.,GYMPIE,GYMPIE REGIONAL,Website build/upgrades,5000
BBAS200098,Business Basics Round 2,Designer in Your Pocket,COOK,MAREEBA SHIRE,Website build/upgrades,5000
BBAS200099,Business Basics Round 2,Therese Evert Opals,MULGRAVE,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200100,Business Basics Round 2,Icit Pty Ltd,COOK,DOUGLAS SHIRE,Website build/upgrades,5000
BBAS200101,Business Basics Round 2,Cairns Children's Museum Inc,CAIRNS,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200102,Business Basics Round 2,Neilson Group Assets Pty Ltd,BUNDABERG,BUNDABERG REGIONAL,Professional business advice,5000
BBAS200103,Business Basics Round 2,La Belle Lash and Beauty,MULGRAVE,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200104,Business Basics Round 2,Mayers Well,WHITSUNDAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS200105,Business Basics Round 2,DGC Auto Electrical & Air Conditioning,BURNETT,BUNDABERG REGIONAL,Website build/upgrades,5000
BBAS200107,Business Basics Round 2,TRAVENT TRADING PTY LTD & A.L WRIGHT,BUNDABERG,BUNDABERG REGIONAL,Business continuity and succession,5000
BBAS200108,Business Basics Round 2,Tactical Bookkeeping,HILL,TABLELANDS REGIONAL,Professional business advice,5000
BBAS200109,Business Basics Round 2,Alexandra Kimberley Esse,BUNDABERG,BUNDABERG REGIONAL,Website build/upgrades,5000
BBAS200110,Business Basics Round 2,Andrea Allumay,BARRON RIVER,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200111,Business Basics Round 2,Total Bookworx,BURDEKIN,BURDEKIN SHIRE,Training and coaching,5000
BBAS200112,Business Basics Round 2,Omega Salon,GLADSTONE,GLADSTONE REGIONAL,Training and coaching,5000
BBAS200115,Business Basics Round 2,POLETTO ACCOUNTING,MUNDINGBURRA,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS200116,Business Basics Round 2,GBR Hire Pty Ltd,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200117,Business Basics Round 2,The Trustee for the Starwin Trust,COOK,DOUGLAS SHIRE,Training and coaching,5000
BBAS200118,Business Basics Round 2,LJ's Bush Bootcamps,GYMPIE,GYMPIE REGIONAL,Website build/upgrades,5000
BBAS200119,Business Basics Round 2,Peter Schleifer / Cairns Urban Walking Tours,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200120,Business Basics Round 2,Queensland Gidgee Brothers,GREGORY,BARCALDINE REGIONAL,Training and coaching,5000
BBAS200121,Business Basics Round 2,InteCare NQ,HINCHINBROOK,TOWNSVILLE CITY,Training and coaching,5000
BBAS200122,Business Basics Round 2,Hiit 40 Mareeba,COOK,MAREEBA SHIRE,Website build/upgrades,5000
BBAS200123,Business Basics Round 2,On The Vend,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200124,Business Basics Round 2,BCA Advisory Pty Ltd,TRAEGER,CHARTERS TOWERS REGIONAL,Training and coaching,5000
BBAS200125,Business Basics Round 2,Jaime L Photography,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Training and coaching,5000
BBAS200126,Business Basics Round 2,the core wellness studio,TOWNSVILLE,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS200127,Business Basics Round 2,Ngairie Hartwell T/As MOVE Online Marketing,MUNDINGBURRA,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200129,Business Basics Round 2,Tielka,BURNETT,GLADSTONE REGIONAL,Website build/upgrades,5000
BBAS200130,Business Basics Round 2,GIBH Pty Ltd,CAIRNS,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200131,Business Basics Round 2,Urban Diggers,MIRANI,LIVINGSTONE SHIRE,Strategic marketing services,5000
BBAS200132,Business Basics Round 2,MALOU WHO Your Uniform Shop,TOWNSVILLE,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS200133,Business Basics Round 2,Slippery when wet cleaning services,MULGRAVE,CAIRNS REGIONAL,Professional business advice,5000
BBAS200135,Business Basics Round 2,Bishop Enterprises Pty Ltd,MACKAY,MACKAY REGIONAL,Training and coaching,5000
BBAS200136,Business Basics Round 2,Concept Consulting Mackay,MACKAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS200137,Business Basics Round 2,"The Haven - Movement, Mind and Nutrition",BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200140,Business Basics Round 2,Clearview Tax,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Website build/upgrades,5000
BBAS200141,Business Basics Round 2,NeoT Solutions,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Professional business advice,5000
BBAS200142,Business Basics Round 2,Scalable Skills,BARRON RIVER,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200143,Business Basics Round 2,At Mary & Mavis,GLADSTONE,GLADSTONE REGIONAL,Website build/upgrades,5000
BBAS200144,Business Basics Round 2,Better Teeth Co. Pty. Ltd,CALLIDE,WESTERN DOWNS REGIONAL,Strategic marketing services,5000
BBAS200145,Business Basics Round 2,Petroni Pty Ltd,HERVEY BAY,FRASER COAST REGIONAL,Website build/upgrades,5000
BBAS200146,Business Basics Round 2,TRADING MATE PTY LTD,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200147,Business Basics Round 2,Woodfire Pizza Townsville,MUNDINGBURRA,TOWNSVILLE CITY,Training and coaching,5000
BBAS200148,Business Basics Round 2,Ezy Express Freight Pty Ltd,MACKAY,MACKAY REGIONAL,Strategic marketing services,5000
BBAS200150,Business Basics Round 2,Bee2U,MIRANI,MACKAY REGIONAL,Website build/upgrades,5000
BBAS200151,Business Basics Round 2,Torquay Terrace Bed & Breakfast,HERVEY BAY,FRASER COAST REGIONAL,Strategic marketing services,5000
BBAS200152,Business Basics Round 2,TSI quarry's PTY LTD,COOK,TORRES STRAIT ISLAND REGIONAL,Training and coaching,5000
BBAS200153,Business Basics Round 2,Torres Strait Glass & Glazing Family Trust,COOK,TORRES SHIRE,Professional business advice,5000
BBAS200154,Business Basics Round 2,Kiera Hinshaw Naturopath,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200156,Business Basics Round 2,Skystock Pty Ltd,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200157,Business Basics Round 2,BM & LR Pty Ltd,GYMPIE,GYMPIE REGIONAL,Website build/upgrades,5000
BBAS200158,Business Basics Round 2,Rachael White,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200159,Business Basics Round 2,Jim's Mowing (West Mackay),WHITSUNDAY,MACKAY REGIONAL,Training and coaching,5000
BBAS200160,Business Basics Round 2,Australian Crayfish Hatchery Pty Ltd,TOWNSVILLE,TOWNSVILLE CITY,Professional business advice,5000
BBAS200162,Business Basics Round 2,Michelle Zielke,BUNDABERG,BUNDABERG REGIONAL,Website build/upgrades,5000
BBAS200163,Business Basics Round 2,From The Garden Bouquets & Arrangements,GYMPIE,GYMPIE REGIONAL,Website build/upgrades,5000
BBAS200165,Business Basics Round 2,Catherine Anne Earle,BARRON RIVER,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200166,Business Basics Round 2,Naomi Arnold,KEPPEL,LIVINGSTONE SHIRE,Training and coaching,5000
BBAS200167,Business Basics Round 2,John Wells T/A Escape2tv,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200168,Business Basics Round 2,K.A Ciranni and B.J Geraghty,COOK,MAREEBA SHIRE,Professional business advice,5000
BBAS200169,Business Basics Round 2,Dr Jo Lukins Pty Ltd,TOWNSVILLE,TOWNSVILLE CITY,Professional business advice,5000
BBAS200172,Business Basics Round 2,Zoom Helicopters,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200173,Business Basics Round 2,Blue Gum Farm TV,CALLIDE,NORTH BURNETT REGIONAL,Website build/upgrades,5000
BBAS200174,Business Basics Round 2,Mr Bean Cold Brew,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200176,Business Basics Round 2,Red Hill Creative,CALLIDE,WESTERN DOWNS REGIONAL,Strategic marketing services,5000
BBAS200177,Business Basics Round 2,The Trustee for CaPTA Training Centre Trust,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200178,Business Basics Round 2,Principle Movements Pty Ltd,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200180,Business Basics Round 2,Central Highlands Science Centre,GREGORY,CENTRAL HIGHLANDS REGIONAL,Strategic marketing services,5000
BBAS200181,Business Basics Round 2,Dustybutts,NANANGO,GYMPIE REGIONAL,Website build/upgrades,5000
BBAS200182,Business Basics Round 2,Bronwyn Rae Roberts,GREGORY,CENTRAL HIGHLANDS REGIONAL,Website build/upgrades,5000
BBAS200183,Business Basics Round 2,IFS management consultants,CAIRNS,CAIRNS REGIONAL,Training and coaching,5000
BBAS200185,Business Basics Round 2,K9 Weight Challenge Pty Ltd t/a WAGSTA,BARRON RIVER,CAIRNS REGIONAL,Professional business advice,5000
BBAS200186,Business Basics Round 2,Hervey Bay Celebrant,HERVEY BAY,FRASER COAST REGIONAL,Strategic marketing services,5000
BBAS200188,Business Basics Round 2,Rainforest Agencies Pty Ltd,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200189,Business Basics Round 2,The Jungle Plant Co Pty Ltd,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200191,Business Basics Round 2,Out n About Sportfishing Pty Ltd,COOK,DOUGLAS SHIRE,Training and coaching,5000
BBAS200192,Business Basics Round 2,Traktek Pty Ltd trading as BOG OUT,BARRON RIVER,CAIRNS REGIONAL,Training and coaching,5000
BBAS200193,Business Basics Round 2,Spark Movement Studio,TOWNSVILLE,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS200194,Business Basics Round 2,The Vault Events and Management,KEPPEL,LIVINGSTONE SHIRE,Training and coaching,5000
BBAS200195,Business Basics Round 2,Riverbend Tours,COOK,COOK SHIRE,Website build/upgrades,5000
BBAS200197,Business Basics Round 2,Enlive Pty Ltd,BUNDABERG,BUNDABERG REGIONAL,Professional business advice,5000
BBAS200199,Business Basics Round 2,ARK Consulting Engineers Pty Ltd,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Website build/upgrades,5000
BBAS200201,Business Basics Round 2,Pro Shop Whitsunday,WHITSUNDAY,WHITSUNDAY REGIONAL,Training and coaching,5000
BBAS200202,Business Basics Round 2,R&Z Consulting Pty Ltd,MIRANI,LIVINGSTONE SHIRE,Website build/upgrades,5000
BBAS200203,Business Basics Round 2,EVERYTHING OFFICE AND MORE,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200204,Business Basics Round 2,Nourishing Bites Pty Limited,TOWNSVILLE,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS200205,Business Basics Round 2,No Limit Adventures Pty. Ltd.,CAIRNS,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200207,Business Basics Round 2,The trustee for The Mullemeister Leahy Family Trust T/A Emerald Natural Health,GREGORY,CENTRAL HIGHLANDS REGIONAL,Training and coaching,5000
BBAS200208,Business Basics Round 2,Beam in Business,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Website build/upgrades,5000
BBAS200209,Business Basics Round 2,happymash,TOWNSVILLE,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS200210,Business Basics Round 2,Gateway Media Group,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200211,Business Basics Round 2,Whitsunday Segway Tours,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200212,Business Basics Round 2,Wildtime Outdoor Play,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200213,Business Basics Round 2,CWC Legal Pty Ltd t/as Far North Injury Lawyers,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200214,Business Basics Round 2,Physiome,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200215,Business Basics Round 2,Cre8ive Biz Hub,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200217,Business Basics Round 2,Cattlesales Pty Ltd,TRAEGER,CARPENTARIA SHIRE,Website build/upgrades,5000
BBAS200218,Business Basics Round 2,National Care Society Pty Ltd,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200219,Business Basics Round 2,Airlie Guest House,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200221,Business Basics Round 2,My Local IT Guy,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Professional business advice,5000
BBAS200222,Business Basics Round 2,Footlights Theatre Restaurant,KEPPEL,LIVINGSTONE SHIRE,Strategic marketing services,5000
BBAS200223,Business Basics Round 2,Realty Plans,WHITSUNDAY,MACKAY REGIONAL,Strategic marketing services,5000
BBAS200226,Business Basics Round 2,Phoenix Podiatry Centre,THURINGOWA,TOWNSVILLE CITY,Professional business advice,5000
BBAS200228,Business Basics Round 2,Rural Health COnnect,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Training and coaching,5000
BBAS200229,Business Basics Round 2,Bottletops and Brushes,MACKAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS200231,Business Basics Round 2,Austournet Pty. Ltd. trading as New World Tour Service,BARRON RIVER,CAIRNS REGIONAL,Professional business advice,5000
BBAS200232,Business Basics Round 2,CGL BEEF,GYMPIE,GYMPIE REGIONAL,Website build/upgrades,5000
BBAS200233,Business Basics Round 2,Verseo Distribution Pty Ltd,BUNDABERG,BUNDABERG REGIONAL,Training and coaching,5000
BBAS200234,Business Basics Round 2,Local Tourism Network Pty Ltd,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200235,Business Basics Round 2,Barrier Reef Glass Beads,MUNDINGBURRA,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200236,Business Basics Round 2,Whitsunday Bookings,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200237,Business Basics Round 2,Kalo Law Group,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200238,Business Basics Round 2,Pacifico Cairns,CAIRNS,CAIRNS REGIONAL,Training and coaching,5000
BBAS200242,Business Basics Round 2,Catalyst Accounting & Tax Pty Ltd,SOUTHERN DOWNS,SOUTHERN DOWNS REGIONAL,Training and coaching,5000
BBAS200243,Business Basics Round 2,Sofi & Flora,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200244,Business Basics Round 2,Serena Mulder,MARYBOROUGH,FRASER COAST REGIONAL,Website build/upgrades,5000
BBAS200246,Business Basics Round 2,Kur Cow Barnwell Farm,BARRON RIVER,MAREEBA SHIRE,Website build/upgrades,5000
BBAS200247,Business Basics Round 2,Quinlan Consulting,HERVEY BAY,FRASER COAST REGIONAL,Website build/upgrades,5000
BBAS200249,Business Basics Round 2,Mouthin' Off,MUNDINGBURRA,TOWNSVILLE CITY,Training and coaching,5000
BBAS200250,Business Basics Round 2,My Wedding Compare,HILL,TABLELANDS REGIONAL,Website build/upgrades,5000
BBAS200252,Business Basics Round 2,Grandview Dental PTY LTD trading as White Sands Dental Gympie,GYMPIE,GYMPIE REGIONAL,Strategic marketing services,5000
BBAS200254,Business Basics Round 2,Travis Jon Van Dooren,MUNDINGBURRA,TOWNSVILLE CITY,Training and coaching,5000
BBAS200255,Business Basics Round 2,FNQ Spirits,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200256,Business Basics Round 2,Kimbell under the Bluff,GYMPIE,GYMPIE REGIONAL,Website build/upgrades,5000
BBAS200257,Business Basics Round 2,Whitsunday Dive Adventures,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200258,Business Basics Round 2,MHL Investments Australia P/L,SOUTHERN DOWNS,SOUTHERN DOWNS REGIONAL,Website build/upgrades,5000
BBAS200259,Business Basics Round 2,Jumrum Distilling Co Pty Ltd,BARRON RIVER,MAREEBA SHIRE,Website build/upgrades,5000
BBAS200260,Business Basics Round 2,Daniel James Marolla,TOWNSVILLE,TOWNSVILLE CITY,Professional business advice,5000
BBAS200261,Business Basics Round 2,W & W Trust,COOK,DOUGLAS SHIRE,Website build/upgrades,5000
BBAS200262,Business Basics Round 2,Cairns Tour Adbice & Booking Centre,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200264,Business Basics Round 2,Sublime Experiences,MUNDINGBURRA,TOWNSVILLE CITY,Professional business advice,5000
BBAS200265,Business Basics Round 2,Discovery Paramotors,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200266,Business Basics Round 2,Qld Cut and Core,GLADSTONE,GLADSTONE REGIONAL,Website build/upgrades,5000
BBAS200267,Business Basics Round 2,Erika Entz,CALLIDE,BUNDABERG REGIONAL,Training and coaching,5000
BBAS200268,Business Basics Round 2,Kaitlin Crust t/a Blonde Business & Co,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Training and coaching,5000
BBAS200269,Business Basics Round 2,Patrick & Sheila O'Boyle t/a Glen Lough Cabins,SOUTHERN DOWNS,SOUTHERN DOWNS REGIONAL,Website build/upgrades,5000
