Application ID,Project Round,Business Name,State Electorate 2017,Local Gov Area,Priority Area,Grant Funding Amount
BBAS101798,Business Basics Round 1,Zigzag Therapy,SOUTHPORT,GOLD COAST CITY,Training and coaching,5000
BBAS101801,Business Basics Round 1,AWM Health Pty Ltd,BURLEIGH,GOLD COAST CITY,Professional business advice,5000
BBAS101802,Business Basics Round 1,TALK ALL SPORT PTY LTD,ASPLEY,BRISBANE CITY,Website build/upgrades,5000
BBAS101807,Business Basics Round 1,ENL Enterprise Pty Ltd T/A Richards Pest Control,THEODORE,GOLD COAST CITY,Strategic marketing services,5000
BBAS101808,Business Basics Round 1,Sapphire Bean,MUDGEERABA,GOLD COAST CITY,Professional business advice,5000
BBAS101809,Business Basics Round 1,Best Mentors,SOUTHPORT,GOLD COAST CITY,Website build/upgrades,5000
BBAS101810,Business Basics Round 1,Aurelius Advisory Pty Ltd,MANSFIELD,BRISBANE CITY,Website build/upgrades,5000
BBAS101811,Business Basics Round 1,Hawthorne Creative Pty Ltd,SPRINGWOOD,LOGAN CITY,Website build/upgrades,5000
BBAS101820,Business Basics Round 1,Double Shot Productions PTY LTD (recently changed from LIFE OF JESS PRODUCTIONS - still updating in ABR register),MAIWAR,BRISBANE CITY,Website build/upgrades,5000
BBAS101822,Business Basics Round 1,WP EASY PTY LTD,MACALISTER,LOGAN CITY,Strategic marketing services,5000
BBAS101827,Business Basics Round 1,indie treats,SOUTH BRISBANE,BRISBANE CITY,Website build/upgrades,5000
BBAS101828,Business Basics Round 1,Happy Hounds Dog Walking and Pet Sitting Pty Ltd,SOUTHPORT,GOLD COAST CITY,Strategic marketing services,5000
BBAS101829,Business Basics Round 1,Enigma Hair and Beauty,BARRON RIVER,CAIRNS REGIONAL,Training and coaching,5000
BBAS101830,Business Basics Round 1,Beam Entertainment Pty Ltd,REDCLIFFE,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS101831,Business Basics Round 1,Nigel Harris & Associates Pty Ltd,SOUTH BRISBANE,BRISBANE CITY,Strategic marketing services,5000
BBAS101836,Business Basics Round 1,Poseidon Plumbing & Gas,SPRINGWOOD,REDLAND CITY,Training and coaching,5000
BBAS101837,Business Basics Round 1,Bot Hello,MCCONNEL,BRISBANE CITY,Training and coaching,5000
BBAS101838,Business Basics Round 1,ULTIPOWER FLOW PTY LTD,ALGESTER,BRISBANE CITY,Website build/upgrades,5000
BBAS101842,Business Basics Round 1,Great Creates Pty Ltd,CHATSWORTH,BRISBANE CITY,Training and coaching,5000
BBAS101847,Business Basics Round 1,City2Coast Distribution,NINDERRY,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS101849,Business Basics Round 1,Thoroughbred Sales Pty Ltd,MUDGEERABA,GOLD COAST CITY,Strategic marketing services,5000
BBAS101851,Business Basics Round 1,pauljackson biz,COOK,DOUGLAS SHIRE,Website build/upgrades,5000
BBAS101854,Business Basics Round 1,The Hungry Hummingbird,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS101856,Business Basics Round 1,Tyler Espinosa,BULIMBA,BRISBANE CITY,Website build/upgrades,5000
BBAS101858,Business Basics Round 1,Hightro Pty Ltd,MERMAID BEACH,GOLD COAST CITY,Strategic marketing services,5000
BBAS101859,Business Basics Round 1,Foundd Legal,CLAYFIELD,BRISBANE CITY,Training and coaching,5000
BBAS101863,Business Basics Round 1,For My Planties,GREENSLOPES,BRISBANE CITY,Website build/upgrades,5000
BBAS101865,Business Basics Round 1,Moran Power Solutions,OODGEROO,REDLAND CITY,Website build/upgrades,5000
BBAS101866,Business Basics Round 1,The Trustee for Rickeard family trust,MAROOCHYDORE,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS101867,Business Basics Round 1,Airolodge International Motel,CLAYFIELD,BRISBANE CITY,Strategic marketing services,5000
BBAS101868,Business Basics Round 1,Sunshine Office Solutions,BUDERIM,SUNSHINE COAST REGIONAL,Strategic marketing services,5000
BBAS101869,Business Basics Round 1,"NV Law Pty Ltd t/a Administrative Law, Virtually",GREENSLOPES,BRISBANE CITY,Training and coaching,5000
BBAS101872,Business Basics Round 1,ConceptAngle Consulting Pty Ltd,LYTTON,BRISBANE CITY,Website build/upgrades,5000
BBAS101876,Business Basics Round 1,You and I Project Marketing Pty Ltd,SURFERS PARADISE,GOLD COAST CITY,Website build/upgrades,5000
BBAS101878,Business Basics Round 1,Your Directors Advocate Pty Ltd,CHATSWORTH,BRISBANE CITY,Website build/upgrades,5000
BBAS101880,Business Basics Round 1,Very Splendid Pty Ltd t/a Image Up Club,KAWANA,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS101881,Business Basics Round 1,Noosa Property Agents,NOOSA,NOOSA SHIRE,Strategic marketing services,5000
BBAS101885,Business Basics Round 1,Taxreadyaccounting pty ltd t/a Healing Cove,FERNY GROVE,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS101888,Business Basics Round 1,Pure Initiative,MAROOCHYDORE,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS101890,Business Basics Round 1,W.A.S. Wastewater Solutions Pty Ltd,FERNY GROVE,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS101891,Business Basics Round 1,Xpress Fun Train,IPSWICH WEST,IPSWICH CITY,Website build/upgrades,5000
BBAS101894,Business Basics Round 1,Ocean Wanderers Pty Ltd Trading As Gold Coast Dive Adventures,BROADWATER,GOLD COAST CITY,Website build/upgrades,5000
BBAS101899,Business Basics Round 1,Leanne Christie,MACALISTER,LOGAN CITY,Training and coaching,5000
BBAS101901,Business Basics Round 1,AMS Digital Pty Ltd,BURLEIGH,GOLD COAST CITY,Website build/upgrades,5000
BBAS101903,Business Basics Round 1,JUST CLICK PRINT,BANCROFT,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS101906,Business Basics Round 1,Glowtique Studio,CLAYFIELD,BRISBANE CITY,Strategic marketing services,5000
BBAS101907,Business Basics Round 1,King Kitchen Renovations PTY LTD,BROADWATER,GOLD COAST CITY,Training and coaching,5000
BBAS101908,Business Basics Round 1,Monji Tea/Inspirational Tea Co.,MERMAID BEACH,GOLD COAST CITY,Website build/upgrades,5000
BBAS101909,Business Basics Round 1,AMS Brisbane Pty Ltd,STRETTON,BRISBANE CITY,Website build/upgrades,5000
BBAS101913,Business Basics Round 1,EVIDIAIR REFRIGERATION & AIR CONDITIONING PTY. LTD.,BONNEY,GOLD COAST CITY,Training and coaching,5000
BBAS101920,Business Basics Round 1,Custom Wired Pty Ltd,SANDGATE,BRISBANE CITY,Business continuity and succession,5000
BBAS101921,Business Basics Round 1,Brandrally Pty Ltd,SOUTH BRISBANE,BRISBANE CITY,Website build/upgrades,5000
BBAS101922,Business Basics Round 1,Financial Controlling Services Pty Ltd as trustee for The FCS Trust trading as Business Wellness Hub,JORDAN,LOGAN CITY,Website build/upgrades,5000
BBAS101925,Business Basics Round 1,Jeanette Mundy,REDCLIFFE,MORETON BAY REGIONAL,Training and coaching,5000
BBAS101928,Business Basics Round 1,PJ marine pty ltd,HERVEY BAY,FRASER COAST REGIONAL,Professional business advice,5000
BBAS101930,Business Basics Round 1,The BAS Tamers,GLASS HOUSE,MORETON BAY REGIONAL,Training and coaching,5000
BBAS101931,Business Basics Round 1,Filtered faces aesthetics,MERMAID BEACH,GOLD COAST CITY,Strategic marketing services,5000
BBAS101932,Business Basics Round 1,Brooklyn & Ki Hair & Beauty Bar,SOUTHPORT,GOLD COAST CITY,Training and coaching,5000
BBAS101935,Business Basics Round 1,SJP Building Group Pty Ltd trading as SJP  Epoxy Flooring,MAROOCHYDORE,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS101938,Business Basics Round 1,The Trustee for Arscott Trust t/a Noosa River Retreat,NOOSA,NOOSA SHIRE,Website build/upgrades,5000
BBAS101940,Business Basics Round 1,McNickle Family Trust,OODGEROO,REDLAND CITY,Website build/upgrades,5000
BBAS101943,Business Basics Round 1,Westmere Accounting,MOUNT OMMANEY,BRISBANE CITY,Website build/upgrades,5000
BBAS101944,Business Basics Round 1,Allure Concrete Solutions Pty Ltd,STAFFORD,BRISBANE CITY,Website build/upgrades,5000
BBAS101946,Business Basics Round 1,Offset Plumbing,FERNY GROVE,MORETON BAY REGIONAL,Training and coaching,5000
BBAS101948,Business Basics Round 1,Advanced Male Development,SOUTH BRISBANE,BRISBANE CITY,Strategic marketing services,5000
BBAS101951,Business Basics Round 1,Busy Brains Learning Pty Ltd,MURRUMBA,MORETON BAY REGIONAL,Training and coaching,5000
BBAS101952,Business Basics Round 1,The Positive Pet Project,EVERTON,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS101955,Business Basics Round 1,Switchnode,REDLANDS,REDLAND CITY,Training and coaching,5000
BBAS101956,Business Basics Round 1,Airlie Beach Eco Cabins,WHITSUNDAY,WHITSUNDAY REGIONAL,Strategic marketing services,5000
BBAS101958,Business Basics Round 1,Zezamii Pty Ltd,CLAYFIELD,BRISBANE CITY,Website build/upgrades,5000
BBAS101960,Business Basics Round 1,Blue Dog Farm Trust trading as Blue Dog Farm,GLASS HOUSE,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS101961,Business Basics Round 1,Costa D'Ora Holiday Apartments,SURFERS PARADISE,GOLD COAST CITY,Website build/upgrades,5000
BBAS101962,Business Basics Round 1,Bluewire Media Pty Ltd,COOPER,BRISBANE CITY,Strategic marketing services,5000
BBAS101964,Business Basics Round 1,Jean-Leon Gems & Jewellery,MACALISTER,LOGAN CITY,Strategic marketing services,5000
BBAS101966,Business Basics Round 1,The Shake UP Program,CURRUMBIN,GOLD COAST CITY,Website build/upgrades,5000
BBAS101967,Business Basics Round 1,XG Designs Pty Ltd t/a XDesigns Advertising,MCCONNEL,BRISBANE CITY,Training and coaching,5000
BBAS101970,Business Basics Round 1,The Leads Marketing Services,CAPALABA,REDLAND CITY,Website build/upgrades,5000
BBAS101972,Business Basics Round 1,Ginger Ninjas Qld,SOUTHPORT,GOLD COAST CITY,Strategic marketing services,5000
BBAS101973,Business Basics Round 1,IM2CHINA PTY LTD,MANSFIELD,BRISBANE CITY,Professional business advice,5000
BBAS101976,Business Basics Round 1,StormBirds Organisational Strategies,COOPER,BRISBANE CITY,Training and coaching,5000
BBAS101980,Business Basics Round 1,Airhex Pty Ltd,KAWANA,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS101981,Business Basics Round 1,OzInnovators (Australia) Pty Ltd,MCCONNEL,BRISBANE CITY,Professional business advice,5000
BBAS101985,Business Basics Round 1,Dog and Human,CLAYFIELD,BRISBANE CITY,Training and coaching,5000
BBAS101987,Business Basics Round 1,Surgery IT Group Pty Ltd,LOGAN,LOGAN CITY,Website build/upgrades,5000
BBAS101988,Business Basics Round 1,BEtwell Pty Ltd,TOOWOOMBA NORTH,TOOWOOMBA REGIONAL,Strategic marketing services,5000
BBAS101989,Business Basics Round 1,Inspired Business Coaching ATF The Flynn Family Trust,REDCLIFFE,MORETON BAY REGIONAL,Strategic marketing services,5000
BBAS101990,Business Basics Round 1,HAMILTON DAVIS PTY LTD,SURFERS PARADISE,GOLD COAST CITY,Training and coaching,5000
BBAS101992,Business Basics Round 1,Benita Louise Bensch,WARREGO,WESTERN DOWNS REGIONAL,Website build/upgrades,5000
BBAS101993,Business Basics Round 1,Residence Studio,FERNY GROVE,BRISBANE CITY,Website build/upgrades,5000
BBAS101994,Business Basics Round 1,Daintree Great Barrier Reef Tours,COOK,DOUGLAS SHIRE,Website build/upgrades,5000
BBAS101996,Business Basics Round 1,Martel Electrical Solutions Pty ltd,NUDGEE,BRISBANE CITY,Website build/upgrades,5000
BBAS102001,Business Basics Round 1,Evocative Pty Ltd,FERNY GROVE,MORETON BAY REGIONAL,Strategic marketing services,5000
BBAS102002,Business Basics Round 1,Poppy and Daisy Designs,KAWANA,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS102004,Business Basics Round 1,Seraphus Pty Ltd,KAWANA,SUNSHINE COAST REGIONAL,Strategic marketing services,5000
BBAS102006,Business Basics Round 1,Zanzera Co. PTY LTD,SOUTH BRISBANE,BRISBANE CITY,Website build/upgrades,5000
BBAS102007,Business Basics Round 1,JS Electrical Solutions Pty Ltd,GREGORY,CENTRAL HIGHLANDS REGIONAL,Training and coaching,5000
BBAS102008,Business Basics Round 1,Dear Charlie Marketing,MERMAID BEACH,GOLD COAST CITY,Website build/upgrades,5000
BBAS102010,Business Basics Round 1,Hot Giggity Pty Ltd,MILLER,BRISBANE CITY,Website build/upgrades,5000
BBAS102011,Business Basics Round 1,Da Wan Mortgage Pty Ltd,NICKLIN,SUNSHINE COAST REGIONAL,Strategic marketing services,5000
BBAS102012,Business Basics Round 1,Remodel My Kitchen,CURRUMBIN,GOLD COAST CITY,Strategic marketing services,5000
BBAS102013,Business Basics Round 1,A1 Lawn Care Pty Ltd,NOOSA,NOOSA SHIRE,Strategic marketing services,5000
BBAS102014,Business Basics Round 1,Pikr Pty Ltd,MOUNT OMMANEY,BRISBANE CITY,Website build/upgrades,5000
BBAS102015,Business Basics Round 1,Wholehearted Studio,NICKLIN,SUNSHINE COAST REGIONAL,Training and coaching,5000
BBAS102017,Business Basics Round 1,Country Mile Escape,SCENIC RIM,SCENIC RIM REGIONAL,Training and coaching,5000
BBAS102019,Business Basics Round 1,Australis Jewels,THURINGOWA,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS102020,Business Basics Round 1,Lousam Transport Services,NANANGO,GYMPIE REGIONAL,Training and coaching,5000
BBAS102021,Business Basics Round 1,Ode Studios,NOOSA,NOOSA SHIRE,Website build/upgrades,5000
BBAS102022,Business Basics Round 1,Ardent Contracting Pty Ltd,MUDGEERABA,GOLD COAST CITY,Website build/upgrades,5000
BBAS102023,Business Basics Round 1,The Sassi Seamstress,CALOUNDRA,SUNSHINE COAST REGIONAL,Training and coaching,5000
BBAS102024,Business Basics Round 1,Be Healthy Group,MANSFIELD,BRISBANE CITY,Professional business advice,5000
BBAS102025,Business Basics Round 1,ZJ Taylor Pty Ltd trading as Taylored Mortgage Broking,STAFFORD,BRISBANE CITY,Strategic marketing services,5000
BBAS102026,Business Basics Round 1,Newports Cafe,SOUTH BRISBANE,BRISBANE CITY,Website build/upgrades,5000
BBAS102027,Business Basics Round 1,FASH'N SPLASH,NOOSA,NOOSA SHIRE,Website build/upgrades,5000
BBAS102028,Business Basics Round 1,Guidelight Pty. Ltd.,SOUTHPORT,GOLD COAST CITY,Training and coaching,5000
BBAS102031,Business Basics Round 1,Park Lane Business Solution,GYMPIE,GYMPIE REGIONAL,Website build/upgrades,5000
BBAS102032,Business Basics Round 1,Monica Maria Tovar Montes,LYTTON,BRISBANE CITY,Training and coaching,5000
BBAS102033,Business Basics Round 1,Ignite Massage,CLAYFIELD,BRISBANE CITY,Website build/upgrades,5000
BBAS102039,Business Basics Round 1,xcel8 Accounting,STRETTON,BRISBANE CITY,Website build/upgrades,5000
BBAS102040,Business Basics Round 1,Red Music Centre Pty Ltd,MURRUMBA,MORETON BAY REGIONAL,Strategic marketing services,5000
BBAS102046,Business Basics Round 1,Rukyky Trust (Success and Broker),CHATSWORTH,BRISBANE CITY,Professional business advice,5000
BBAS102047,Business Basics Round 1,We Clean and Service Pools,KAWANA,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS102048,Business Basics Round 1,So Brave Ltd.,PINE RIVERS,MORETON BAY REGIONAL,Strategic marketing services,5000
BBAS102049,Business Basics Round 1,Lara Grummitt,MULGRAVE,CAIRNS REGIONAL,Training and coaching,5000
BBAS102052,Business Basics Round 1,Team Wellbeing Online,NICKLIN,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS102053,Business Basics Round 1,Your Property Team Pty Ltd,BURLEIGH,GOLD COAST CITY,Website build/upgrades,5000
BBAS102054,Business Basics Round 1,Trinity Aviation (Aust) Pty Ltd,CAIRNS,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS102055,Business Basics Round 1,Black Chook Media,MAROOCHYDORE,SUNSHINE COAST REGIONAL,Training and coaching,5000
BBAS102056,Business Basics Round 1,Uptown Property Styling,STAFFORD,BRISBANE CITY,Strategic marketing services,5000
BBAS102057,Business Basics Round 1,Dynamic Enterprise Services Pty Ltd,CALLIDE,WESTERN DOWNS REGIONAL,Strategic marketing services,5000
BBAS102058,Business Basics Round 1,Dayboro Pet & Rural,PINE RIVERS,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS102063,Business Basics Round 1,Passive House Brisbane,PINE RIVERS,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS102065,Business Basics Round 1,Saffron Hair Lounge T/A Anya Sullivan,CLAYFIELD,BRISBANE CITY,Website build/upgrades,5000
BBAS102068,Business Basics Round 1,Sallyanne Foley-Lewis trading as Sally Foley-Lewis,PINE RIVERS,MORETON BAY REGIONAL,Training and coaching,5000
BBAS102071,Business Basics Round 1,Kelly Weiss,REDCLIFFE,MORETON BAY REGIONAL,Training and coaching,5000
BBAS102075,Business Basics Round 1,Snake Rescue Sunny Coast,MAROOCHYDORE,SUNSHINE COAST REGIONAL,Strategic marketing services,5000
BBAS102077,Business Basics Round 1,ProFlight Pty Ltd,SOUTHPORT,GOLD COAST CITY,Website build/upgrades,5000
BBAS102083,Business Basics Round 1,Tower Advisers Pty Ltd,MERMAID BEACH,GOLD COAST CITY,Website build/upgrades,5000
BBAS102084,Business Basics Round 1,Clear Logic Solutions Pty Ltd,WARREGO,MARANOA REGIONAL,Strategic marketing services,5000
BBAS102086,Business Basics Round 1,Pledg PTY Ltd,SOUTHPORT,GOLD COAST CITY,Website build/upgrades,5000
BBAS102088,Business Basics Round 1,The Ng Family Trust,CLAYFIELD,BRISBANE CITY,Website build/upgrades,5000
BBAS102093,Business Basics Round 1,Brisvegans Pty Ltd,LOGAN,LOGAN CITY,Professional business advice,5000
BBAS102094,Business Basics Round 1,Spatial Innovation Pty Ltd,SANDGATE,BRISBANE CITY,Professional business advice,5000
BBAS102095,Business Basics Round 1,Wakefield Technical Services Trust,BONNEY,GOLD COAST CITY,Professional business advice,5000
BBAS102099,Business Basics Round 1,The Scottish Baker,WATERFORD,LOGAN CITY,Website build/upgrades,5000
BBAS102101,Business Basics Round 1,Precious April,TOOHEY,BRISBANE CITY,Website build/upgrades,5000
BBAS102104,Business Basics Round 1,White Peak Digital,FERNY GROVE,BRISBANE CITY,Training and coaching,5000
BBAS102105,Business Basics Round 1,The Wine & Whisky Unit Trust T/A Barolo & Friends,SURFERS PARADISE,GOLD COAST CITY,Website build/upgrades,5000
BBAS102106,Business Basics Round 1,Marvel Marketing,NINDERRY,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS102107,Business Basics Round 1,Livori Importing,MOGGILL,BRISBANE CITY,Training and coaching,5000
BBAS102108,Business Basics Round 1,"JEFFS, KERRY T/A Cloud 9 Fitness Studio",SANDGATE,BRISBANE CITY,Strategic marketing services,5000
BBAS102109,Business Basics Round 1,Moissanite Australia,BUDERIM,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS102110,Business Basics Round 1,Nic Willis Consulting,MACKAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS102113,Business Basics Round 1,Physiotherapy Innovations Pty Ltd,MACALISTER,LOGAN CITY,Website build/upgrades,5000
BBAS102117,Business Basics Round 1,Window Wipers,GREENSLOPES,BRISBANE CITY,Strategic marketing services,5000
BBAS102119,Business Basics Round 1,Y & B CO PTY LTD The Trustee for The Y & B Trust Trading as Learning Coach,NOOSA,NOOSA SHIRE,Training and coaching,5000
BBAS102120,Business Basics Round 1,Industryus HR,BURLEIGH,GOLD COAST CITY,Strategic marketing services,5000
BBAS102124,Business Basics Round 1,The Secret Hub Ltd Ltd trading as Blue Ocean Web Hosting,MERMAID BEACH,GOLD COAST CITY,Training and coaching,5000
BBAS102125,Business Basics Round 1,Lagyver and Co Pty Ltd,BROADWATER,GOLD COAST CITY,Website build/upgrades,5000
BBAS102126,Business Basics Round 1,Angel Key Publications PTY LTD,NANANGO,SOUTH BURNETT REGIONAL,Strategic marketing services,5000
BBAS102128,Business Basics Round 1,Sunset Rendering,BUDERIM,SUNSHINE COAST REGIONAL,Training and coaching,5000
BBAS102131,Business Basics Round 1,Priyanka Patel,MANSFIELD,BRISBANE CITY,Training and coaching,5000
BBAS102132,Business Basics Round 1,Adore Weddings & Events Pty Ltd,CHATSWORTH,BRISBANE CITY,Website build/upgrades,5000
BBAS102135,Business Basics Round 1,Shade Chic Pty Ltd,REDCLIFFE,MORETON BAY REGIONAL,Strategic marketing services,5000
BBAS102136,Business Basics Round 1,All Building Inspections Pty Ltd,CAIRNS,CAIRNS REGIONAL,Training and coaching,5000
BBAS102137,Business Basics Round 1,Ee Ze Designs,CURRUMBIN,GOLD COAST CITY,Website build/upgrades,5000
BBAS102138,Business Basics Round 1,Banana Digital,SOUTH BRISBANE,BRISBANE CITY,Strategic marketing services,5000
BBAS102139,Business Basics Round 1,Digital Computer Lab Pty Ltd,MURRUMBA,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS102140,Business Basics Round 1,Imminfo,SOUTHPORT,GOLD COAST CITY,Website build/upgrades,5000
BBAS102145,Business Basics Round 1,The Trustee for Lion Empire (trading as RAT DOG SUPPLY CO.),BANCROFT,MORETON BAY REGIONAL,Strategic marketing services,5000
BBAS102148,Business Basics Round 1,Susan Joy Hatch,MUDGEERABA,GOLD COAST CITY,Training and coaching,5000
BBAS102149,Business Basics Round 1,Smyle Designs,ASPLEY,BRISBANE CITY,Strategic marketing services,5000
BBAS102150,Business Basics Round 1,Your Pathways Coach,MACALISTER,LOGAN CITY,Strategic marketing services,5000
BBAS102152,Business Basics Round 1,KIRBY BLAKE,MCCONNEL,BRISBANE CITY,Website build/upgrades,5000
BBAS102154,Business Basics Round 1,Chandler & Co Pty Ltd,TOOHEY,BRISBANE CITY,Website build/upgrades,5000
BBAS102158,Business Basics Round 1,UK Travel Co Pty Ltd,SURFERS PARADISE,GOLD COAST CITY,Strategic marketing services,5000
BBAS102162,Business Basics Round 1,Stallion Lawyers,BONNEY,GOLD COAST CITY,Website build/upgrades,5000
BBAS102163,Business Basics Round 1,Autologous Stem Cell Technology Pty Ltd,TOOHEY,BRISBANE CITY,Website build/upgrades,5000
BBAS102165,Business Basics Round 1,Pearce Saez Family Trust T/A D'Anoia Tree Services and Landcare,MUDGEERABA,GOLD COAST CITY,Training and coaching,5000
BBAS102168,Business Basics Round 1,Business Result Accountants Pty Ltd,BANCROFT,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS102171,Business Basics Round 1,ABSON BUSINESS SERVICES PTY LTD ATF SSCP TRUST,COOMERA,GOLD COAST CITY,Website build/upgrades,5000
BBAS102173,Business Basics Round 1,Taylor Mortgages,SPRINGWOOD,LOGAN CITY,Website build/upgrades,5000
BBAS102175,Business Basics Round 1,Danny  Scott - Australian Prestige Cabinet Company,MACKAY,MACKAY REGIONAL,Strategic marketing services,5000
BBAS102176,Business Basics Round 1,Dean Kimber Auto Electrical Pty Ltd,ASPLEY,BRISBANE CITY,Strategic marketing services,5000
BBAS102184,Business Basics Round 1,Foxo Technology Pty Ltd,MERMAID BEACH,GOLD COAST CITY,Website build/upgrades,5000
BBAS102188,Business Basics Round 1,Head2heart pty ltd (dba name for Gore Trading trust),NINDERRY,SUNSHINE COAST REGIONAL,Strategic marketing services,5000
BBAS102189,Business Basics Round 1,Karina Richards,TOWNSVILLE,TOWNSVILLE CITY,Training and coaching,5000
BBAS102196,Business Basics Round 1,Clothed By Sabella,MAIWAR,BRISBANE CITY,Training and coaching,5000
BBAS102199,Business Basics Round 1,Christine McDougall,SURFERS PARADISE,GOLD COAST CITY,Strategic marketing services,5000
BBAS102200,Business Basics Round 1,New Dawn Pilates & Yoga,OODGEROO,REDLAND CITY,Website build/upgrades,5000
BBAS102201,Business Basics Round 1,78 637 375 805,PINE RIVERS,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS102204,Business Basics Round 1,Smooth Hoperator,CURRUMBIN,GOLD COAST CITY,Strategic marketing services,5000
BBAS102206,Business Basics Round 1,The Bombshell Burlesque Academy,SOUTH BRISBANE,BRISBANE CITY,Website build/upgrades,5000
BBAS102208,Business Basics Round 1,Burling Consulting Pty Ltd atf the Burling Family Trust,SURFERS PARADISE,GOLD COAST CITY,Website build/upgrades,5000
BBAS102210,Business Basics Round 1,Conscious Calendar Co,TOOWOOMBA SOUTH,TOOWOOMBA REGIONAL,Strategic marketing services,5000
BBAS102212,Business Basics Round 1,The trustee for BRADLEY TRADING TRUST,CURRUMBIN,GOLD COAST CITY,Website build/upgrades,5000
BBAS102214,Business Basics Round 1,Julusela Pty Ltd  T/as I-Rentals car Hire Gold Coast,BURLEIGH,GOLD COAST CITY,Strategic marketing services,5000
BBAS102215,Business Basics Round 1,Zaphire,BARRON RIVER,MAREEBA SHIRE,Strategic marketing services,5000
BBAS102218,Business Basics Round 1,1 Green Thumb Gardening,TOOWOOMBA NORTH,TOOWOOMBA REGIONAL,Website build/upgrades,5000
BBAS102221,Business Basics Round 1,Lavien Pty Ltd,CLAYFIELD,BRISBANE CITY,Website build/upgrades,5000
BBAS102231,Business Basics Round 1,Think Big Creative Pty Ltd,MOGGILL,BRISBANE CITY,Website build/upgrades,5000
BBAS102233,Business Basics Round 1,The Trustee for Wharton Trading Trust TA Print Solid,BURLEIGH,GOLD COAST CITY,Website build/upgrades,5000
BBAS102234,Business Basics Round 1,10X Bookkeeping and Business Solutions,NANANGO,SOUTH BURNETT REGIONAL,Training and coaching,5000
BBAS102239,Business Basics Round 1,Nutbush Pty Ltd,COOPER,BRISBANE CITY,Website build/upgrades,5000
BBAS102241,Business Basics Round 1,MACA Enterprise,GLADSTONE,GLADSTONE REGIONAL,Professional business advice,5000
BBAS102247,Business Basics Round 1,Marketing Leap,MERMAID BEACH,GOLD COAST CITY,Strategic marketing services,5000
BBAS102250,Business Basics Round 1,Buntanz Trust TA Palm Cove Tropic Apartments,BARRON RIVER,CAIRNS REGIONAL,Training and coaching,5000
BBAS102258,Business Basics Round 1,Hinterland Foil Printing,GAVEN,GOLD COAST CITY,Website build/upgrades,5000
BBAS102259,Business Basics Round 1,Crypital Pty Ltd,CLAYFIELD,BRISBANE CITY,Website build/upgrades,5000
BBAS102260,Business Basics Round 1,Lagom Design Studio,GREENSLOPES,BRISBANE CITY,Website build/upgrades,5000
BBAS102261,Business Basics Round 1,Infinite HQ,TOOWOOMBA SOUTH,TOOWOOMBA REGIONAL,Website build/upgrades,5000
BBAS102262,Business Basics Round 1,Wild Harvest Co,SANDGATE,BRISBANE CITY,Strategic marketing services,5000
BBAS102265,Business Basics Round 1,Emily Sarah Leyden,FERNY GROVE,BRISBANE CITY,Training and coaching,5000
BBAS102267,Business Basics Round 1,Paragon Collective,BARRON RIVER,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS102271,Business Basics Round 1,KIM Group Qld Pty Ltd,IPSWICH WEST,IPSWICH CITY,Website build/upgrades,5000
BBAS102276,Business Basics Round 1,Sky Blue Customer Experience Services,SOUTHPORT,GOLD COAST CITY,Website build/upgrades,5000
BBAS102279,Business Basics Round 1,The Hub at GC Pty Ltd,MERMAID BEACH,GOLD COAST CITY,Professional business advice,5000
BBAS102283,Business Basics Round 1,Onni Pty Limited,MCCONNEL,BRISBANE CITY,Training and coaching,5000
BBAS102285,Business Basics Round 1,Happy Healthy Clinic,COOPER,BRISBANE CITY,Website build/upgrades,5000
BBAS102287,Business Basics Round 1,Best Life Adventures,CURRUMBIN,GOLD COAST CITY,Training and coaching,5000
BBAS102288,Business Basics Round 1,Chantal Gerardy Strategist,BURLEIGH,GOLD COAST CITY,Professional business advice,5000
